sentence,label,confidence,publication_date,url,title,source
"If Umeme dies, that is their mistake.” For more than a decade, international power project developers have demanded that for any investment they intend to make, the contract has to be drafted with a take-or-pay clause in it.",contract_management_failure,0.5893653992820053,2023-03-19,https://observer.ug/business/uganda-to-scrap-take-or-pay-contracts-in-electricity-industry/,Uganda to scrap take-or-pay contracts in electricity industry,The Observer
"“I was asking myself when you’re signing the contract, didn’t you have it in mind that there will a rainy season?",contract_management_failure,0.5892334524615339,2021-05-02,https://observer.ug/news/lubowa-hospital-developer-blames-rain-covid-19-for-construction-delays/,"Lubowa hospital developer blames rain, COVID-19 for construction delays",The Observer
"In return, the ministry, in a letter dated September 30, 2024, formally terminated the contract.",contract_management_failure,0.5889672102643252,2024-12-04,https://observer.ug/news/stalled-world-bank-project-puts-contractor-on-the-spot/,Stalled World Bank project puts contractor on the spot,The Observer
"IN UGANDA, LABOUR JUSTICE FINDS A VOICE On July 7, Uganda’s Labour Industrial Court of Uganda delivered a quiet but firm victory to John Oringo, an agricultural machinery operator who took his employer, Dede Farming Tractors Uganda Ltd, to court over unpaid wages and a disputed employment contract.",contract_management_failure,0.5888906412639062,2025-07-16,https://observer.ug/news/justice-delayed-drama-delivered-inside-ugandas-week-in-court/,"“Justice delayed, drama delivered: Inside Uganda’s week in court”",The Observer
"Now, the government has officially notified Umeme that the contract will not be renewed.",contract_management_failure,0.5887967988393148,2022-12-08,https://observer.ug/news/umeme-concession-will-not-be-renewed-after-2025-govt/,Umeme concession will not be renewed after 2025 – govt,The Observer
"Shaw Contract Group affirmed C&S as an authorized supplier, with Windsor International as an intermediary.",contract_management_failure,0.5887663761553074,2025-03-04,https://observer.ug/news/bou-ordered-to-pay-shs-200m-over-rejected-carpet-bid/,BOU ordered to pay Shs 200m over rejected carpet bid,The Observer
There was a provision that the tariff would fluctuate downwards but not breach the $12.2 per barrel cap.,contract_management_failure,0.5877605512052383,2018-11-26,https://observer.ug/business/companies-want-uganda-refinery-delayed-to-2026/,Companies want Uganda refinery delayed to 2026,The Observer
"Sadly, part of this breach has been on the part of Ugandan judicial officers.",contract_management_failure,0.5872427902106645,2024-02-07,https://observer.ug/viewpoint/for-the-bible-tells-me-so-judge-sebutinde-the-s-africa-israel-dispute-part-ii/,‘For the Bible tells me so’ – Judge Sebutinde & the S.Africa-Israel dispute: Part II,The Observer
"The breach exploited security vulnerabilities in the Microsoft Exchange software, a statement from the Ministry of Foreign Affairs said.",contract_management_failure,0.587218203417011,2021-07-27,https://observer.ug/news/norway-summons-chinese-ambassador-over-it-attack-against-parliament/,Norway summons Chinese ambassador over IT attack against parliament,The Observer
"After nine months on suspension, Bageya says the interim board has decided to terminate the CEO’s contract and that of Wamara.",contract_management_failure,0.5863915411438401,2022-02-21,https://observer.ug/news/govt-terminates-contract-of-uganda-airlines-ceo/,Govt terminates contract of Uganda Airlines CEO,The Observer
Or will taxpayers foot the bill for another round of expensive arbitration?,contract_management_failure,0.5859030303094251,2025-10-22,https://observer.ug/news/how-the-118-million-umeme-buyout-became-a-governance-crisis/,How the $118 million Umeme buyout became a governance crisis,The Observer
The minister ensured that the MD is not given another contract on account that he’s over 60 years but the deputy MD is on five-year contract and also over 60 years.,contract_management_failure,0.5858179433509185,2023-01-04,https://observer.ug/news/probe-into-former-nssf-boss-byarugaba-commences-thursday/,Probe into former NSSF boss Byarugaba commences Thursday,The Observer
"Some of the existing ADR mechanisms include negotiation, mediation, arbitration and conciliation, among others.",contract_management_failure,0.5857890786330793,2021-05-19,https://observer.ug/business/will-alternative-dispute-resolution-regarding-taxes-prove-cheaper/,Will alternative dispute resolution regarding taxes prove cheaper,The Observer
"“For me, using the powers I have as a prime minister, I have terminated the contract.",contract_management_failure,0.5857419453838318,2021-09-20,https://observer.ug/news/angry-pm-nabbanja-cancels-shs-1-8bn-kyegegwa-road-contract/,Angry PM Nabbanja terminates Shs 1.8bn Kyegegwa road contract,The Observer
"This process continued until September, 2024 when Inyatsi notified the ministry of the termination of the contract.",contract_management_failure,0.5856382489087972,2024-12-04,https://observer.ug/news/stalled-world-bank-project-puts-contractor-on-the-spot/,Stalled World Bank project puts contractor on the spot,The Observer
She wondered why parliament would give anyone a contract of more than two and a half years.,contract_management_failure,0.5853306893653157,2019-01-16,https://observer.ug/news/fdc-locked-in-fight-for-parliamentary-jobs/,FDC locked in fight for parliamentary jobs,The Observer
"Predictably, the club moved fast and terminated his three-year contract in just four months.",contract_management_failure,0.5852254271807228,2025-04-17,https://observer.ug/sports/misfiring-kcca-who-is-to-blame/,Misfiring KCCA: Who is to blame?,The Observer
The arbitration process is still ongoing before the ICC.,contract_management_failure,0.5846476798120589,2024-12-04,https://observer.ug/news/stalled-world-bank-project-puts-contractor-on-the-spot/,Stalled World Bank project puts contractor on the spot,The Observer
"“For a contract to be valid and legally enforceable, there must be capacity to contract, intention to contract, consensus ad idem (a meeting of the minds), valuable consideration, legality of purpose, and sufficient certainty of terms,” Rubagumya stated.",contract_management_failure,0.5846305543988999,2025-10-07,https://observer.ug/news/oral-contracts-are-legally-binding-high-court-rules/,"Oral contracts are legally binding, High court rules",The Observer
"The CEO of Eskom Uganda, Thozama Gangi said they are serving out their contract in March.",contract_management_failure,0.5841416223915544,2022-12-08,https://observer.ug/news/umeme-concession-will-not-be-renewed-after-2025-govt/,Umeme concession will not be renewed after 2025 – govt,The Observer
"It is even more problematic, for the integrity of this fragile and brittle fence, that Justice Kisaakye’s troubles appear to have arisen in the course of the determination of a petition lodged in the Supreme Court by a national leader from Buganda – Hon.",contract_management_failure,0.5840754000184891,2024-11-06,https://observer.ug/viewpoint/make-sure-those-baganda-ethnicity-and-project-uganda/,‘Make sure those Baganda…’: Ethnicity and Project Uganda,The Observer
It is further alleged that the suspects conducted themselves in a manner likely to cause a breach of peace.,contract_management_failure,0.5836458533627414,2024-07-24,https://observer.ug/news/over-50-remanded-over-anti-corruption-protests/,50 remanded to Luzira prison over anti-corruption protests,The Observer
He observed that the decision not to extend the owner engineer’s [supervisor] contract was informed by EIPL’s record and performance in the last four years.,contract_management_failure,0.5831155713218868,2017-09-08,https://observer.ug/business/indian-firm-demands-pay-before-exiting-isimba-dam/,Indian firm demands pay before exiting Isimba dam,The Observer
