sample_id,source,publication_date,title,sentence,coder1_label,coder2_label,adjudicated_label,adjudicator_notes
OBS_GS_008987,The Observer,2023-11-22,Why does it take President Museveni to personally oversee road repairs?,The discrepancy in project timelines between Uganda and its East African neighbors not only reflects lack of political will but also a failure to adopt regional best practices.,,,,
OBS_GS_001043,The Observer,2024-05-10,Should delayed re-opening of Namboole be a cause for worry?,The Caf report released in Apirl noted that set deadline for the renovation completion prior to CHAN is unrealistic given the scale of work and the current state of the stadium.,,,,
OBS_GS_014644,The Observer,2025-05-30,Constable guns down colleague in suspected crime of passion at Naguru police barracks,"Others claim the incident stemmed from a dispute over Shs 100,000 which Muhangi was allegedly demanding from the deceased.",,,,
OBS_GS_012450,The Observer,2023-07-19,LC elections delay may hurt bail applications,He also discussed the issue of land titles and agreements that are usually signed by the LCs as witnesses.,,,,
OBS_GS_017913,The Observer,2023-04-12,Ministry of Works takes over motor vehicle registration from URA,"It is not clear how many vehicle transfers, alterations or de-registrations are done.",,,,
OBS_GS_017898,The Observer,2025-04-02,Umeme hands over Shs 2.5 trillion revenue business to government as concession ends,"Additionally, he notes that after a World Bank team visited, they commissioned a team of experts to establish how viable a second hydropower generation plant in Jinja would be – and they produced a report that said there was little that could be achieved because this would draw water at almost the same place.",,,,
OBS_GS_013742,The Observer,2024-10-01,Uganda Heart Institute: Tribunal upholds $45.4m contract award,"In May 2024, UHI initiated an international competitive bidding process to select a contractor for the project.",,,,
OBS_GS_000867,The Observer,2019-08-13,Exercise transparency in Lubowa hospital dealings,"Ltd has also joined the consortium to conduct civil works, a mainstay of Roko.",,,,
OBS_GS_008453,The Observer,2019-04-10,Wetlands are fast disappearing – study,"“Restoration of natural resources should be concerted and deliberate to restore the country’s forest landscapes, wetlands, riverbanks and improve these ecosystems with secondary benefits of improving water resources,” she said.",,,,
OBS_GS_007876,The Observer,2025-03-12,Buyala landfill: Another toxic time bomb waiting to blow up,"But a deeper look revealed the true extent of mismanagement—the trash had piled as high as a two-storey building, its edges forming a cliff-like drop into surrounding wetlands.",,,,
OBS_GS_007200,The Observer,2025-10-29,Road to Uganda’s first oil: Kingfisher likely to be starting point,"Criticism from the environmental activists, which long rattled financial institutions and forced them to back away from Uganda’s oil project, appears to have fizzled out.",,,,
OBS_GS_024116,The Observer,2019-01-30,How Nile Bridge was bungled up,An official at the ministry of Works and Transport who preferred anonymity says there was a conflict of interest and the consultant exhibited incompetence.,,,,
OBS_GS_021181,The Observer,2022-12-02,Rules committee recommends minister Namuganza censure,"It provides that parliament may, by resolution supported by more than half of all members, pass a vote of censure against a minister on grounds of abuse of office, misconduct or misbehaviour, physical or mental incapacity, mismanagement, or incompetence.",,,,
OBS_GS_013189,The Observer,2020-03-04,Minister: NRM works with DP top leaders,"“I am incompetent to comment on that right now because I am not sure whether Mbidde is working with those ministers on DP issues or on personal issues because I know he has an NGO, the Mbidde Foundation,” Siranda said.",,,,
OBS_GS_013078,The Observer,2017-03-04,Luweero health centre faces power disconnection over unpaid bills,Luweero health centre IV may soon be disconnected from power supply due to accumulated bills amounting to Shs 27.7 million.,,,,
OBS_GS_013267,The Observer,2019-03-12,Health voucher project saves pregnant women in rural areas,"“We had to use District Health Officers (DHOs) and District Education Officers (DEOs) to sensitize the public about the benefits of health vouchers.” Dr Charles Olaro, an official from the ministry of Health, says neonatal deaths are still high but there is a slight improvement in child maternal deaths.",,,,
OBS_GS_021819,The Observer,2019-08-19,KCCA court halts eviction of former Makerere director,"“Whereas Eng Frank Kitumba lodged a labour complaint against Makerere University of alleged infringement of Employment Act and in breach of contract KCCA/KWP/LC/098/2019 and the same was brought to your notice requiring you to respond to the complaint by August 21, 2019; no response has been received by this office nor has any hearing commenced in the matter,” Kulabako says in her order to the university secretary.",,,,
OBS_GS_006266,The Observer,2017-03-30,Civil Aviation MD fired in public interest – Works,"Armed with the dismissal letter, the board members Tuesday reportedly stormed the CAA headquarters to deliver it but found Makuza out of office.",,,,
OBS_GS_019914,The Observer,2022-05-31,Uganda’s oil pipeline and the 78-day trade-off,"The railway would be uneconomic, it was argued.",,,,
OBS_GS_017452,The Observer,2021-01-21,Has Mike Mutebi run his race at KCCA FC?,"Although Mutebi reverted to it in the second half of the second leg, Petro had become resolute, making it hard for KCCA to breach them.",,,,
OBS_GS_003466,The Observer,2021-06-16,"Museveni, Tshisekedi commission construction of DRC roads",They directed the Contractor to execute the construction works in a timely manner.,,,,
OBS_GS_017943,The Observer,2018-04-18,Why FDC old guard abandoned Besigye,"Mushega, who later severed ties with Besigye, went further to observe: “you step down as a leader, but you continue not to cooperate with your colleague [Muntu] who has taken over.",,,,
OBS_GS_017389,The Observer,2022-09-23,Uganda takes oil pipeline fight to UN General Assembly,Rwenzori despite contributing an insignificant amount of global greenhouse gas emissions.,,,,
OBS_GS_015351,The Observer,2024-02-23,East African Court of Justice fixes date for EACOP project appeal,"But AFEIGO, Center for Food and Adequate Living Rights (CEFROHT)-Uganda, Natural Justice (NJ)-Kenya, and Centre for Strategic Litigation (CSL)-Tanzania, appealed against the ruling in a case they had filed in November 2020.",,,,
OBS_GS_000511,The Observer,2023-08-19,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"“The cost was not commensurate with the structure in place… The committee recommends that a forensic audit be expeditiously carried out to ascertain value for money for all the building structures erected under the sericulture project managed by TRIDI,” said the MPs.",,,,
OBS_GS_011841,The Observer,2022-08-26,Watching that Man United – Brentford match at GTech Stadium,"The GTech Community Stadium, formerly Brentford Community Stadium, is a cosy and beautiful 17,250-seater that is also home to London Irish Rugby club.",,,,
OBS_GS_004151,The Observer,2025-04-27,Three is a crowd: Cancer throws spanner in works,"“Alright, goodnight then,” I answered softly, and watched him head on up the stairs.",,,,
OBS_GS_013051,The Observer,2017-05-24,Stolen bulbs a small thing – Umeme,"Under the Shs 10bn project, families would exchange a single ordinary bulb for three LED bulbs, which consume less energy.",,,,
OBS_GS_020813,The Observer,2024-07-10,"Oulanyah, Otto, MPs implicated in cooperative funds scandal",The minister is also implicated in asking for 50 per cent of the compensation money from North Bukedi Cooperative Union Limited because he helped them access their compensation.,,,,
OBS_GS_013247,The Observer,2019-03-12,Health voucher project saves pregnant women in rural areas,"The nurses and doctors gave me good care during the four days I was admitted.” Nyaketcho is just one of a projected 156,400 pregnant women to benefit from URVHP’s services by gaining access to safe delivery services from contracted private and public providers, which are expected to provide the specific services and submit claims along with the appropriate voucher coupons to a Voucher Management Agency (VMA) for settlement on the basis of the negotiated fees.",,,,
